value
0.8656557723630932
0.09810346078605932
0.020715645222248173
0.006529345889164205
0.0029075691167605644
0.0015965042711327362
0.0010830826911090155
0.0007927188417830899
0.0006158569863316849
0.0004898781136198387
0.000412174196752025
0.0003232888739278629
0.00024542064001699924
0.00020920535235658335
0.0001661564645408184
0.00010669050770974436
4.722968339417342e-05
