value
0.39413852312822184
0.2560595885147172
0.1458034014559393
0.0789778986626284
0.04246999317030587
0.024198022824980004
0.015705682773028067
0.011521084103684442
0.008978178806522154
0.007227240412504361
0.005659842481624927
0.004177063996234016
0.0027423817173399976
0.0014799377719452557
0.0006290485756688992
0.00019279733314300944
3.584091896141931e-05
3.4733525507912924e-06
